is_std,ftd_price,max_win_multiplier,avg_total_wins,avg_wager,wildball_silver_rate,wildball_specia_diamond_rate,num_days_ooc_per_day,sum_total_ooc_per_day,avg_win_multiplier,min_win_multiplier,avg_rtp,max_rtp,min_rtp,avg_spins_left_in_bankroll,max_spins_left_in_bankroll,min_spins_left_in_bankroll,we_completed_rate,vault_tier_up_rate,vault_tier_dropdown_rate,wildball_gold_rate,wildball_emerald_ruby_rate,vv_completed_rate,,,,
0,4.99,163,0.34,481685.09,0.6,0,1,1.2,47.46,1,0.63,0.92,0.33,1,3,0,0,0.2,0.2,0.2,0.2,0.2,,,,
0,4.99,95.63,0.41,2319615.21,0.5,0,1,16,59.16,2.22,0.93,1.7,0.24,228,678,0,0,0.33,0,0.25,0.25,0.33,,,,
0,4.99,40.91,0.34,684623.43,1,0,1,0.43,14.26,0.33,0.46,0.96,0.17,2,5,0,0,0,0.14,0,0,0,,,,
1,2.99,82.8,0.36,258770.67,0.17,0.42,0.25,0.38,49.49,0.79,0.73,1.02,0.14,28,81,0,0,0.13,0.13,0.25,0.16,0.13,,,,
1,4.99,291.5,0.36,1392945.2,0.25,0.75,1,197.6,178.75,70,0.85,0.95,0.74,32,64,0,0,0,0,0,0,1,,,,
0,4.99,61.67,0.49,264712.09,0,0,0.5,0.75,51.58,32.73,0.98,1.42,0.54,312,645,1,0,0,0,1,0,0,,,,
0,4.99,27.9,0.42,858394.04,0,0,0.33,0.33,13.17,1.6,0.55,0.79,0.23,17,51,0,0,0.33,0.33,1,0,0,,,,
0,2.99,338.33,0.24,108484.07,0.57,0,0.5,0.5,119.4,13.67,0.75,1,0.55,32,69,0,0,0.17,0.33,0.36,0.07,0.33,,,,
0,4.99,63.37,0.28,3889967.01,0,0.5,1,1.43,20.5,0.37,0.48,0.91,0.06,0,0,0,0,0.14,0,0.5,0,0,,,,
0,24.99,133.4,0.39,5001521.69,1,0,0.5,2.25,67.2,1,0.64,0.89,0.39,0,0,0,0,0,0,0,0,0,,,,
0,4.99,100,0.41,153901.36,0.43,0.57,0.67,6.67,51.31,13.6,1.04,2.21,0.41,73,209,0,0,0.33,0.17,0,0,0.5,,,,
1,4.99,66.58,0.34,1069403.37,0.67,0.33,0.67,0.33,48.22,37.67,0.82,1.03,0.54,22,60,3,0,0,0.33,0,0,0,,,,
1,4.99,49.73,0.33,1665452.41,0.5,0,1,1.67,32.46,3.5,0.64,0.87,0.29,0,0,0,0,0.33,0,0.25,0.25,0.33,,,,
1,24.99,161.91,0.35,1520940.36,0.5,0.08,0,0,86.52,27.18,0.88,1.21,0.44,251,461,43,0.2,0,0,0.35,0.08,0.83,,,,
1,4.99,110.52,0.45,289099.94,0.1,0.1,0.8,43,67.5,25.56,0.8,0.94,0.69,120,504,1,0,0,0,0.65,0.15,1,,,,
1,4.99,89.8,0.38,324409.82,0.33,0,0.6,0.6,31.43,2.13,0.59,1.33,0.22,37,91,0,0,0.2,0.2,0.67,0,0.2,,,,
0,2.99,240.67,0.31,125812.63,0.5,0,0,0,110,60.4,1.51,3.73,0.77,817,1348,638,0,0.17,0,0.5,0,0,,,,
0,4.99,108,0.41,1390353.79,0.47,0.03,0,0,62.01,25,0.92,1.53,0.56,1005,1313,702,0.2,0,0,0.4,0.1,0.75,,,,
1,4.99,79.87,0.35,86486.4,0.8,0,1,180.67,68.29,50,0.69,0.76,0.62,1,2,0,0,0,0,0.2,0,1,,,,
0,4.99,87.07,0.44,656000.2,0.5,0,0.25,0.88,48.36,9.07,0.88,1.04,0.74,52,112,0,0.14,0.13,0,0.42,0.08,0.75,,,,
1,4.99,87.6,0.36,1322400.52,0,0,0.67,9.67,51.47,4.8,0.74,1.08,0.41,45,131,0,0,0,0,0,0,0,,,,
0,4.99,92.87,0.41,175806.72,0.31,0.08,0.5,5.17,51.13,7.81,0.69,1.19,0.28,177,517,0,0,0.17,0.17,0.46,0.16,0.5,,,,
1,4.99,144.33,0.46,627620.52,0.5,0,0.5,0.75,92.97,25,0.92,1.12,0.69,77,208,0,0,0,0,0.5,0,0,,,,
0,24.99,306.1,0.36,420606.89,0.45,0.06,1,61.5,74.2,2,0.62,0.92,0.27,4637,13910,0,0.14,0.25,0.13,0.38,0.1,0.75,,,,
0,4.99,206.13,0.51,1368913.08,0.47,0.02,0.75,81,108.62,50,0.9,1.33,0.79,120,664,0,0,0,0,0.37,0.14,1,,,,
1,2.99,123,0.42,201808.63,1,0,0,0,69.85,25,0.95,1.11,0.74,677,957,7,0,0,0,0,0,0,,,,
1,4.99,80.58,0.39,136247.75,0.89,0,0.5,44,37.6,5.33,0.85,1.06,0.47,30,51,0,0,0.25,0,0,0.11,0.25,,,,
1,4.99,161,0.37,216101.95,0,0.17,0,0,67.12,29.87,1.17,2.8,0.73,242,486,75,0,0.29,0,0.83,0,0,,,,
1,4.99,560.5,0.35,390828.86,0.39,0.06,1,134.33,280.62,67.98,0.89,0.91,0.88,321,642,0,0.33,0.67,0,0.33,0.22,1,,,,
0,4.99,9.16,0.21,1000050,0,0,1,0.75,2.47,0.13,0.11,0.21,0.06,0,0,0,0,0,0.25,0,0,0,,,,
1,24.99,152.6,0.4,599810.33,0.25,0.25,1,4,53.19,0.97,0.56,0.82,0.16,0,0,0,0,0.25,0,0.25,0.25,0.5,,,,
0,4.99,50,0.32,514534.45,0.2,0.4,1,7.67,23.08,0.04,0.42,0.99,0,43,106,0,0,0.33,0.17,0.4,0,0.17,,,,
1,4.99,103.13,0.31,2334559.83,0.25,0,1,1.67,38.19,4.77,0.58,0.94,0.3,0,0,0,0,0,0,0.75,0,0,,,,
1,4.99,248,0.47,201030.3,0.5,0,0,0,112.29,45.44,0.78,0.89,0.61,457,958,209,0.33,0,0,0.31,0.19,1,,,,
1,4.99,57.67,0.36,214560.89,0.8,0,0.67,4.67,36.33,6.82,0.78,0.85,0.7,8,16,0,0,0,0,0.2,0,0,,,,
1,9.99,164.09,0.44,444492.15,0.25,0.13,0.4,0.2,97.36,28,0.81,0.88,0.78,85,239,0,0,0.2,0,0.63,0,0,,,,
0,4.99,221.72,0.34,188870.81,0.25,0.13,0.43,16.86,122.38,37.33,0.92,1.26,0.66,217,427,0,0,0,0,0.63,0,0,,,,
0,4.99,52,0.32,142436.74,0.5,0.5,0.33,1.33,48.13,45.4,0.86,1.11,0.66,615,1052,381,0,0,0,0,0,0.33,,,,
1,2.99,124.5,0.34,269234.88,0.25,0.63,0.5,1.17,84.31,36.5,0.83,1.03,0.56,71,242,0,0,0,0,0.09,0.03,0.67,,,,
1,24.99,82.8,0.38,3690697.7,0.33,0.56,0.67,0.33,51.77,19.5,0.88,1.01,0.75,108,311,3,0,0.33,0,0.11,0,0.33,,,,
1,9.99,115.5,0.4,326665.12,0.4,0,0.2,0.2,94.1,50,0.99,1.21,0.74,395,675,12,0.33,0,0,0.5,0.1,0,,,,
1,24.99,106.67,0.25,1181979.54,0.57,0,1,2,42.56,0.67,0.54,0.74,0.11,12,30,0,0,0,0,0.43,0,0.25,,,,
0,99.99,256,0.35,33669666.6,0.5,0,0,0,45.18,0.35,0.61,1.09,0.23,454,1640,81,0.33,0.25,0.13,0.38,0.13,0.38,,,,
1,99.99,97.1,0.32,81283370.83,0.4,0,1,1.33,59.33,15,0.72,0.95,0.39,0,0,0,0,0,0,0.2,0.4,0,,,,
0,4.99,212.11,0.32,1110312.06,0.56,0,1,3.6,50.42,1.56,0.51,0.96,0.26,0,0,0,1,0.4,0.2,0.44,0,0,,,,
0,4.99,35.45,0.35,369205.92,0,0,0.5,13.75,17.89,0.33,0.34,0.61,0.07,0,0,0,0,0.25,0,1,0,0,,,,
0,4.99,162,0.31,240000,0,0,0.14,0.14,128.33,91.8,0.94,1.06,0.8,302,363,205,0.33,0,0.14,0,0,0,,,,
0,4.99,2004,0.41,58618.13,0.38,0.1,0.5,25.25,697.61,61.44,0.87,1.21,0.44,900,1760,10,0,0.5,0,0.48,0.05,0.75,,,,
0,24.99,263,0.45,677011.41,0.53,0.2,0.83,183.67,90.57,0,0.53,0.83,0,0,0,0,0,0.33,0,0.27,0,0.33,,,,
0,99.99,1076.5,0.32,9972906.16,0.67,0,0.13,0.13,220.94,26.4,0.87,1.16,0.53,1604,6352,248,0,0.13,0.13,0.33,0,0.13,,,,
0,2.99,35.26,0.47,516084.17,0,0,0.57,1,13.41,2.7,0.67,1.05,0.37,29,58,0,0,0.14,0.14,0,1,0,,,,
1,4.99,92.3,0.41,120504.97,0.4,0,0.67,25.67,67.81,48,0.72,0.79,0.69,25,72,0,0,0,0.33,0.6,0,0.67,,,,
1,9.99,258.8,0.42,2989656.58,0.45,0,1,1.83,66.1,2,0.65,1.06,0.19,32,97,0,0,0.33,0.17,0.45,0.09,0.5,,,,
1,4.99,260.35,0.6,94127.81,0.41,0,0.17,1,132.18,21.07,0.85,1.01,0.58,714,978,488,0,0.33,0,0.52,0.08,0.83,,,,
0,4.99,216,0.37,103580.44,0.67,0,0.75,17,86.69,26.5,0.72,0.9,0.56,34,79,1,0,0,0.25,0.33,0,0,,,,
0,4.99,76.33,0.38,57255.84,0,0,0.33,6,58.42,40.5,20.59,40.5,0.68,591,786,397,0,0,0,1,0,0.33,,,,
1,4.99,271.3,0.37,95119.46,0.42,0,1,139,166.24,73.67,0.77,0.82,0.74,0,0,0,0,0.67,0,0.37,0.21,0.67,,,,
1,24.99,423.4,0.39,1003100.85,0,0,1,4.14,102.41,12.28,0.77,0.95,0.51,81,316,0,0,0.14,0.14,0,0,0,,,,
1,4.99,125,0.36,173952,0.34,0.24,1,66.4,79.85,50,0.83,0.94,0.67,1,2,0,0,0.4,0.2,0.31,0.1,1,,,,
0,2.99,142.08,0.38,245157.29,0.26,0.22,0.63,7.75,64.68,5,0.76,1.23,0.29,60,140,0,0,0.13,0.13,0.48,0.04,0.63,,,,
1,2.99,59.98,0.39,246816.61,0.5,0,1,0.6,20.8,2,0.65,0.81,0.42,8,17,0,0,0.2,0.2,0.5,0,0.2,,,,
1,9.99,250.38,0.41,256923.4,0.41,0.07,1,33.67,100.47,1,0.69,1.01,0.19,71,289,0,0,0.33,0,0.38,0.14,0.67,,,,
0,4.99,298,0.42,1211432.52,0.26,0,0,0,119.77,12.7,0.97,1.4,0.64,227,340,137,0,0.13,0.25,0.58,0.16,0.75,,,,
0,4.99,223.87,0.34,166522.08,0.51,0.02,0,0,93.75,37,1.06,1.69,0.84,6464,7109,5435,0.14,0,0,0.32,0.15,1,,,,
1,4.99,497.4,0.43,175290.72,0.17,0.08,1,127.75,161.35,37,0.77,0.95,0.6,19,30,0,0,0.5,0,0.58,0.16,0.25,,,,
1,4.99,283.33,0.35,345224.08,0.5,0,1,11.33,61.89,0.73,0.36,0.82,0.09,0,0,0,0,0.17,0,0.5,0,0,,,,
0,4.99,114.6,0.39,397365.14,0.29,0.14,0.88,35.38,42.53,15,0.62,0.87,0.48,0,1,0,0,0.25,0,0.43,0.14,0.38,,,,
1,9.99,140.73,0.39,1270451.97,0,0,0,0,81.62,33.66,1.1,1.54,0.87,1057,2470,164,0,0,0,1,0,0,,,,
1,4.99,80.17,0.36,154702.51,0.2,0.2,0.8,24.4,44.61,12,1.22,3.42,0.6,19,50,0,0,0.4,0,0.4,0.2,0.6,,,,
0,4.99,1500,0.69,44801.73,0.46,0.04,0,0,260.92,28.2,1,1.61,0.78,14452,16453,11483,0.33,0,0,0.43,0.08,1,,,,
1,9.99,191.99,0.34,498107.9,0.4,0,0.33,0.67,101,46,0.9,1.03,0.8,805,1762,145,0,0,0.33,0.6,0,0.33,,,,
0,4.99,107.69,0.61,407460.35,0.4,0,0.5,2,49.7,7.11,0.81,0.93,0.69,52,180,0,0,0,0,0.4,0.2,0.17,,,,
1,24.99,142,0.32,859165.5,0.32,0.03,0.86,0.57,80.75,23.5,0.79,1.07,0.68,179,713,0,0.14,0.29,0,0.56,0.09,0.86,,,,
0,24.99,167.3,0.39,306853.9,0.39,0.03,0.75,8.25,65.19,1.45,0.69,0.92,0.37,808,2026,0,0,0,0,0.44,0.14,0.5,,,,
1,9.99,597.67,0.35,448717.8,0.44,0.04,0.13,0.13,199.72,50.13,0.9,1.35,0.56,420,963,27,0.33,0,0,0.38,0.13,0.88,,,,
0,2.99,17.05,0.25,161022.9,0,0,1,2.33,5.95,0,0.14,0.3,0,0,0,0,0,0,0,0,0,0,,,,
0,9.99,118.4,0.33,679312.73,0.33,0.14,0.38,0.88,67.57,23.86,0.67,0.78,0.5,37,141,0,0,0,0,0.47,0.07,0.75,,,,
0,4.99,110.8,0.29,142847.66,0.67,0,0.33,23,58.07,5,0.62,0.7,0.46,56,144,0,0,0,0,0.33,0,0,,,,
0,9.99,50.5,0.37,871119.84,0.33,0,0,0,42.81,35.12,0.77,0.92,0.61,221,422,20,0,0,0,0.67,0,0.33,,,,
1,4.99,60.28,0.54,227046.94,0.56,0,0.75,15,40.29,4.1,0.64,0.79,0.36,13,27,0,0,0.25,0,0.33,0.11,0.75,,,,
0,4.99,131.67,0.38,212395.79,0.41,0.1,0.88,66.75,97.8,52,0.75,0.91,0.55,34,155,0,0.8,0,0,0.35,0.14,1,,,,
0,4.99,205.33,0.33,610827.37,0.06,0.06,1,1,126.7,40,0.92,1.03,0.78,157,468,0,0,0.33,0.33,0.75,0.13,0.67,,,,
0,2.99,121.68,0.35,44371.25,0,0,0,0,82.83,64.5,0.96,1.09,0.72,830,1015,606,0,0.14,0,0,0,0,,,,
1,2.99,105.67,0.36,131021.33,0.4,0.07,0.67,11.67,60.5,31.33,0.76,0.97,0.62,31,84,0,0,0,0,0.4,0.13,0.83,,,,
1,4.99,96,0.33,287770.81,0.33,0.33,0.75,1.75,40.62,3.6,0.53,0.7,0.25,14,39,1,0,0.25,0,0,0.33,0.5,,,,
0,4.99,50,0.42,357309.02,0.38,0.13,0.57,2,18.58,0,0.48,0.92,0,18,42,0,0,0,0,0.38,0.13,0.14,,,,
1,4.99,90.06,0.33,725207.3,0,0.17,0.17,0.17,36.84,11.83,0.69,0.98,0.39,78,276,4,0,0.17,0.17,0.67,0.17,0.17,,,,
0,4.99,184.8,0.5,3138937.11,0.2,0,1,70.33,134.22,101.53,0.94,1.06,0.86,64,190,0,0.5,0,0,0.7,0.1,0.67,,,,
1,4.99,147.35,0.36,286729.8,0.39,0,1,74.5,73.67,30.67,0.8,1.1,0.5,92,302,0,0,0.5,0,0.39,0.22,1,,,,
1,4.99,279.47,0.36,1308241.37,0,0,1,2.67,95.02,2.4,0.56,0.9,0.29,0,0,0,0,0,0.33,1,0,0.33,,,,
0,4.99,101.5,0.32,309649.37,0.25,0.25,0.88,0.75,27.08,1.33,0.52,1.24,0.16,31,62,0,0,0,0.13,0.5,0,0.13,,,,
0,4.99,81.67,0.39,225147.08,0.38,0.13,0.2,0.2,45.12,7.8,0.77,1,0.52,153,602,25,0,0.4,0,0.38,0.13,0.2,,,,
0,4.99,153.96,0.33,72521.94,0.3,0.1,0.13,0.13,65.85,9.17,1.34,3.8,0.37,1863,3032,569,0,0,0.13,0.4,0.2,0.38,,,,
1,4.99,100,0.37,545332.6,0,0,0.33,12.67,42.98,5,0.68,0.91,0.38,33,76,3,0,0,0,0,0,0,,,,
0,9.99,400,0.44,4317878.23,0.4,0,0.14,0.14,106.5,0,0.79,1.33,0,236,795,25,0,0,0,0.2,0.4,0.14,,,,
0,2.99,65.8,0.37,240000,0,0,0,0,33.78,1.75,0.46,0.78,0.14,169,173,166,0,0,0,0,0,0,,,,
0,4.99,62.5,0.32,258874.03,0.33,0,0,0,29.83,8.4,0.74,1.63,0.43,1840,2135,1367,0,0.29,0.29,0.5,0.17,0.43,,,,
0,4.99,85.4,0.4,630737.44,0.67,0.33,0.4,1.2,43.22,14.55,0.82,1.12,0.49,26,66,0,0,0.2,0.2,0,0,0,,,,
0,4.99,149.64,0.41,552020.52,0,1,0.33,0.17,34.03,2.12,0.65,1.38,0.23,49,186,4,0,0.33,0.17,0,0,0,,,,
0,4.99,53.63,0.36,384431.76,0,1,1,0.75,25.27,5.41,0.59,0.78,0.31,4,9,0,0,0.25,0,0,0,0.25,,,,
1,9.99,100,0.32,746890.9,0.62,0.08,0,0,57.08,26,0.82,0.91,0.73,111,268,22,0,0,0,0.31,0,1,,,,
0,24.99,221.38,0.44,353467.56,0.41,0.37,0.63,27.13,113.15,45.3,0.76,0.94,0.3,669,1478,0,0.33,0,0,0.14,0.08,1,,,,
1,24.99,71.9,0.4,896381.77,0.5,0,0.75,0.25,38.89,2.3,0.7,1.06,0.27,475,1394,0,0,0,0,0.5,0,0,,,,
1,4.99,79.33,0.38,125326.43,0.5,0,1,11.75,40.65,9.83,0.7,0.9,0.47,1,3,0,0,0.25,0.5,0.5,0,0.25,,,,
1,4.99,78.3,0.42,347470.21,0.44,0,0.29,0.43,51.16,13.6,0.99,1.87,0.52,1282,3146,0,0,0.29,0.14,0.44,0.11,0,,,,
0,4.99,237,0.53,1074371.2,0.33,0.02,0.13,0.13,101.62,50,1.07,2.45,0.59,514,1143,100,0.4,0,0,0.54,0.11,1,,,,
0,4.99,6,0.17,675613.33,0,0,1,0.38,1.85,0.2,0.17,0.3,0.06,0,0,0,0,0.13,0.25,0,0,0,,,,
0,4.99,323.68,0.34,1066319.86,0.7,0,0.17,3.67,178.86,26.6,1.02,1.28,0.69,294,559,84,0,0,0,0.2,0.1,0,,,,
0,24.99,178.83,0.4,571972.28,0.43,0,0.4,0.6,89.25,1.5,0.73,0.98,0.27,24,70,0,0,0,0,0.57,0,0.2,,,,
0,4.99,49,0.28,1238659.79,1,0,0.43,0.14,30.71,18.2,0.81,1.12,0.45,15,36,0,0,0.14,0.14,0,0,0.14,,,,
0,4.99,512.67,0.35,2212290.5,0.83,0,0.71,26.86,130.08,17.2,2.18,9.79,0.21,49,99,0,0,0.29,0.14,0.17,0,0.57,,,,
0,4.99,117.06,0.29,348872.83,0.53,0.06,0.6,5.6,59.52,4,0.78,0.94,0.57,291,986,0,0,0.4,0.4,0.35,0.06,0.4,,,,
0,24.99,168.5,0.35,872447.59,0.46,0.03,0.88,71.75,80.88,32.27,0.82,1.16,0.62,35,93,0,0.2,0,0,0.37,0.14,1,,,,
0,4.99,197.9,0.37,447215.81,0.38,0.13,1,19.29,50.5,1,0.56,0.94,0.06,20,59,0,0.33,0.14,0.14,0.38,0.13,0.29,,,,
0,9.99,48.33,0.27,1869302.38,0.33,0,0.25,0.25,19.88,0.8,0.47,0.77,0.08,14,24,1,0,0,0.25,0.67,0,0.25,,,,
1,4.99,43.45,0.3,511491.54,0.67,0,0.86,2.14,14.91,3.33,0.46,0.73,0.33,0,1,0,0,0,0.14,0.33,0,0.14,,,,
0,4.99,88.9,0.34,113502.98,0.27,0.09,0.67,8,54.58,35,0.56,0.74,0.38,59,152,0,0,0,0,0.45,0.18,0.5,,,,
0,2.99,261.67,0.41,1165091.17,0,0,0.14,0.14,86.8,7.5,0.98,1.54,0.51,74,201,0,0,0,0,0,0,0,,,,
0,2.99,115.14,0.5,146633.26,0.5,0.17,0.75,35.75,41.9,0.45,0.61,0.89,0.09,17,43,0,0,0.25,0.25,0.33,0,0.5,,,,
0,99.99,125,0.28,799489.71,0.44,0.08,0.13,12.25,91.25,55,0.88,1.01,0.78,9805,14267,6830,0.67,0,0,0.39,0.1,1,,,,
0,9.99,173.4,0.32,336997.3,0.44,0,0.14,0.86,88.58,44,1,1.77,0.58,368,724,76,0,0,0,0.31,0.25,0.57,,,,
0,2.99,206.81,0.39,191296.81,0.52,0,1,191,132.54,93.19,0.87,0.95,0.78,59,119,0,0.2,0,0,0.33,0.14,1,,,,
0,4.99,69,0.4,561863.54,0.63,0,0.67,82,28,5,0.64,0.86,0.24,16,40,0,1,0,0,0.38,0,0.67,,,,
0,24.99,193.53,0.34,1015284.08,0.2,0,0.25,0.25,126.35,68.6,0.95,1.05,0.81,517,734,226,0,0.25,0,0.6,0.2,0.25,,,,
1,2.99,99.24,0.36,195663.36,0.45,0,0.83,2.33,51.69,0.7,0.64,1.15,0.17,14,41,0,0,0,0,0.18,0.36,0.5,,,,
1,4.99,84.26,0.34,501799.41,0.22,0.11,0.6,2.2,40.13,2.87,0.59,0.93,0.31,3,8,0,0,0.2,0.2,0.44,0.22,0,,,,
0,9.99,88.6,0.51,284441.96,0.2,0,0.86,21.86,32.68,7.17,0.66,0.96,0.5,20,55,0,0,0.43,0.14,0.7,0.1,0.57,,,,
0,9.99,64.4,0.33,697995.82,0.5,0.1,0.13,2.38,38.5,17.82,0.96,2.58,0.43,241,1299,13,0,0.25,0.13,0.4,0,0.5,,,,
1,4.99,333.33,0.38,1118776.62,0.5,0,1,7,157.39,10,0.78,0.94,0.59,53,107,0,0,0.33,0.33,0.5,0,0,,,,
0,4.99,500,0.39,544462.74,0.08,0.75,0.75,3,93.67,16,0.81,1.18,0.45,16,64,0,0,0.25,0,0.17,0,0.63,,,,
0,4.99,74.8,0.34,134001.12,0,0,0.25,0.25,29.53,2.7,0.67,1.65,0.2,776,1251,229,0,0,0,0,0,0,,,,
0,4.99,156,0.34,869882.77,0,0,1,1.67,29.03,0.9,0.5,0.9,0.19,0,0,0,0,0,0.17,0,0,0,,,,
0,9.99,132.5,0.35,342966.41,0.55,0.09,1,2.33,53.43,10.23,0.74,0.93,0.54,11,32,0,0.5,0.33,0,0.36,0,0.33,,,,
0,4.99,111.11,0.39,113886.34,0.33,0,0.33,1,83.25,55.38,0.88,0.89,0.86,772,1074,470,1,0,0,0.33,0.33,0,,,,
0,4.99,460.5,0.38,439276.83,0.57,0,0.14,0.14,196.07,89.3,1.01,1.38,0.87,981,1391,306,0,0.29,0,0.32,0.11,0.29,,,,
0,4.99,274.06,0.45,236433.19,0.4,0.05,0.88,114.13,98.3,5,0.82,1.25,0.56,20,73,0,0.14,0,0,0.45,0.1,0.63,,,,
1,2.99,67.5,0.3,104141.56,0.33,0,1,24,46.76,27,0.8,1.3,0.5,80,301,1,0,0,0,0.5,0.17,0.25,,,,
0,4.99,184.99,0.4,319237.61,0.5,0,0.33,8.33,71.95,11.87,0.54,0.71,0.42,27,54,0,0,0.33,0,0.5,0,0.33,,,,
0,9.99,585,0.41,703567.6,0.42,0.05,1,29.43,161.07,1.9,0.8,0.95,0.44,2,4,0,0,0.14,0.14,0.37,0.16,0.71,,,,
1,9.99,116.2,0.51,1007793.05,0.3,0,0.4,1.8,51.81,12.87,0.85,1.21,0.46,752,1808,0,0,0.4,0,0.6,0.1,0.8,,,,
0,4.99,100,0.36,720323.01,0,0,0.8,0.6,46.7,1,0.74,1.07,0.17,196,393,0,0,0,0,0,0,0,,,,
1,2.99,515.12,0.4,148615.04,0.47,0,0.8,140.2,234.07,56.73,0.91,1.15,0.74,126,502,6,0,0,0,0.44,0.09,0.8,,,,
1,24.99,75,0.34,3856242.67,0.33,0,0.67,0.33,41.56,23,0.9,1.53,0.55,202,601,0,0,0,0.33,0.33,0.33,0.33,,,,
0,9.99,156.88,0.38,626941.4,0.4,0.05,0.13,0.13,67.61,16.18,1.77,6.64,0.42,296,916,3,0,0,0,0.5,0.05,0,,,,
1,4.99,41.55,0.39,1897871.01,0,0,0.67,12.67,33.19,24.83,0.93,0.94,0.92,0,0,0,0,0,0,0.67,0.33,0,,,,
0,9.99,210.75,0.39,63584.52,0,0,0.14,0.29,73.46,0,0.77,1.09,0,2370,2992,1473,0,0,0,1,0,0,,,,
0,2.99,107.33,0.36,1553165.81,0,0,0.67,0.33,42.13,2.8,0.56,0.89,0.22,8,14,0,0,0,0,0,0,0,,,,
0,24.99,45.33,0.48,1109250.76,0.8,0,0,0,25.79,4,0.69,0.85,0.49,460,827,200,0,0.13,0.13,0.2,0,0.13,,,,
0,4.99,214,0.32,968417.42,0.38,0.44,0.17,0.5,86.45,34.5,0.96,1.3,0.75,167,444,0,0.2,0.5,0.33,0.13,0.06,0.33,,,,
1,9.99,42.92,0.32,1695127.59,0.25,0.25,1,1.33,24.25,1.5,0.6,0.77,0.36,0,0,0,0,0.33,0.33,0.5,0,0,,,,
1,4.99,76.93,0.33,318632.05,0.36,0,0.67,59.33,61.78,35.73,0.87,1.32,0.53,321,945,0,0,0.67,0,0.29,0.35,0.33,,,,
0,4.99,125,0.42,1410275.34,0.55,0,0.2,0.8,93.98,66.08,1.02,1.1,0.9,285,672,67,1,0.4,0.2,0.27,0.18,0.4,,,,
1,24.99,97.17,0.41,1396282.42,0,0,1,57.67,72.67,56.83,1.03,1.87,0.57,685,1371,0,0,0.67,0.33,0.5,0.5,0.67,,,,
0,4.99,175,0.27,1813229.39,0.86,0.14,0,0,122.56,80.33,1.46,1.53,1.33,240,403,95,0,0,0,0,0,0,,,,
0,4.99,138,0.35,756774.99,0.67,0,0.71,1.29,53.57,4.9,0.88,2.11,0.42,32,96,0,1,0.14,0.14,0.33,0,0.14,,,,
0,4.99,95.53,0.32,192167.93,0,0,0.71,44.29,40.89,13.64,1.01,3.05,0.3,53,107,0,0,0.14,0.29,0.71,0.29,0,,,,
0,4.99,247,0.27,608625.48,0.25,0,0.86,0.14,64.47,1.64,0.73,1.61,0.2,65,178,0,0,0.14,0.29,0.5,0.25,0.43,,,,
0,9.99,111.2,0.32,131202.38,0.45,0,0.4,24.8,56.13,6.16,1.49,4.8,0.48,283,1010,0,0,0.4,0,0.45,0.09,0.2,,,,
0,4.99,1430.68,0.37,1796019.29,0.5,0.13,0.6,78.2,316.13,9.67,0.78,1.2,0.46,145,608,0,0,0.6,0.2,0.31,0.06,0.8,,,,
1,24.99,240,0.4,2680306.12,0.46,0.03,0.2,0.2,111.75,37,0.88,1.03,0.81,201,436,33,0.2,0,0,0.32,0.19,1,,,,
1,4.99,50,0.42,380853.55,0,0,1,1.33,22.51,5.86,0.6,0.75,0.42,166,333,0,0,0,0,0,0,0,,,,
0,4.99,53.33,0.41,732307.58,0.5,0,0.75,0.75,25.86,10,0.77,1.21,0.43,64,394,0,0,0.13,0.25,0.5,0,0.38,,,,
1,4.99,126.12,0.38,189064.6,0.52,0.04,0.2,41,78.05,30.93,0.81,0.93,0.69,25,49,5,0,0.2,0,0.3,0.15,1,,,,
1,4.99,212.2,0.46,481779.89,0.38,0,0.67,1.67,106.41,37,0.79,0.92,0.71,198,397,0,0,0.67,0,0.5,0.13,1.33,,,,
1,2.99,28.5,0.32,281863.15,0,0,0.29,0.43,19.79,3.07,0.55,0.63,0.5,51,152,0,0,0,0,1,0,0.14,,,,
1,2.99,120.5,0.3,600998.39,0,0.25,0.86,1.57,37.69,2,0.4,0.73,0.14,0,1,0,0,0.14,0.14,0.75,0,0.29,,,,
0,2.99,70,0.42,285444.68,0.57,0.04,0.63,0.75,40.54,2.2,0.78,1.06,0.25,45,101,2,0,0.38,0.13,0.26,0.13,0.75,,,,
0,4.99,86.09,0.4,337413.14,0.5,0,0.75,17.25,59.11,2.33,0.83,1.39,0.39,178,635,0,0,0,0,0.5,0,0,,,,
1,4.99,82.5,0.36,229916.36,0.4,0.2,0.75,1.25,42.79,3.9,0.7,1.16,0.27,40,120,0,0,0,0,0.4,0,0.25,,,,
0,4.99,123.82,0.54,1647604.18,0.36,0,0.14,0.14,50.32,7,1.01,1.96,0.41,232,341,113,0,0.14,0.14,0.45,0.18,0.71,,,,
0,4.99,160,0.37,101342.5,0.2,0,0.33,28,86.57,30.75,1.79,4.07,0.4,80,184,3,0,0.17,0,0.6,0.2,0,,,,
1,24.99,128.07,0.39,707202.31,0.32,0.05,1,50.33,62.99,12,0.7,0.95,0.27,153,650,0,0.33,0,0,0.47,0.16,0.83,,,,
1,4.99,910.8,0.33,700327.63,0.4,0,1,4.25,283.22,32,0.91,1.25,0.65,169,339,0,0,0.25,0,0.4,0.2,0.75,,,,
